"cnty_fips","display_name","Value","theme_range"
48419,"""Shelby, (TX)""",277.5,"249.3 - 287.2 (622)"
48427,"""Starr, (TX)""",208.5,"193.7 - 222.1 (623)"
48431,"""Sterling, (TX)""",-1,
48435,"""Sutton, (TX)""",176.9,"59.4 - 193.6 (626)"
48443,"""Terrell, (TX)""",-1,
48451,"""Tom Green, (TX)""",218.6,"193.7 - 222.1 (623)"
48453,"""Travis, (TX)""",164.4,"59.4 - 193.6 (626)"
48455,"""Trinity, (TX)""",331.7,"287.3 - 645.6 (621)"
48457,"""Tyler, (TX)""",304.3,"287.3 - 645.6 (621)"
48461,"""Upton, (TX)""",282.3,"249.3 - 287.2 (622)"
48463,"""Uvalde, (TX)""",219.9,"193.7 - 222.1 (623)"
48465,"""Val Verde, (TX)""",235.9,"222.2 - 249.2 (624)"
48469,"""Victoria, (TX)""",226.9,"222.2 - 249.2 (624)"
48471,"""Walker, (TX)""",225.4,"222.2 - 249.2 (624)"
48473,"""Waller, (TX)""",234.5,"222.2 - 249.2 (624)"
48475,"""Ward, (TX)""",297.6,"287.3 - 645.6 (621)"
48477,"""Washington, (TX)""",179.3,"59.4 - 193.6 (626)"
48479,"""Webb, (TX)""",194.8,"193.7 - 222.1 (623)"
48481,"""Wharton, (TX)""",277.1,"249.3 - 287.2 (622)"
48489,"""Willacy, (TX)""",230.3,"222.2 - 249.2 (624)"
48491,"""Williamson, (TX)""",169.1,"59.4 - 193.6 (626)"
48493,"""Wilson, (TX)""",199,"193.7 - 222.1 (623)"
48495,"""Winkler, (TX)""",353.1,"287.3 - 645.6 (621)"
48505,"""Zapata, (TX)""",191.7,"59.4 - 193.6 (626)"
48507,"""Zavala, (TX)""",324.2,"287.3 - 645.6 (621)"
05007,"""Benton, (AR)""",216.5,"193.7 - 222.1 (623)"
05033,"""Crawford, (AR)""",243.6,"222.2 - 249.2 (624)"
05047,"""Franklin, (AR)""",308.8,"287.3 - 645.6 (621)"
05057,"""Hempstead, (AR)""",354.5,"287.3 - 645.6 (621)"
05061,"""Howard, (AR)""",387.2,"287.3 - 645.6 (621)"
05081,"""Little River, (AR)""",301.3,"287.3 - 645.6 (621)"
05083,"""Logan, (AR)""",278.3,"249.3 - 287.2 (622)"
05087,"""Madison, (AR)""",386.4,"287.3 - 645.6 (621)"
05091,"""Miller, (AR)""",294.5,"287.3 - 645.6 (621)"
05113,"""Polk, (AR)""",289.6,"287.3 - 645.6 (621)"
05127,"""Scott, (AR)""",264.9,"249.3 - 287.2 (622)"
05131,"""Sebastian, (AR)""",292.7,"287.3 - 645.6 (621)"
05133,"""Sevier, (AR)""",256,"249.3 - 287.2 (622)"
05143,"""Washington, (AR)""",349.6,"287.3 - 645.6 (621)"
08001,"""Adams, (CO)""",187.9,"59.4 - 193.6 (626)"
08003,"""Alamosa, (CO)""",261.4,"249.3 - 287.2 (622)"
08005,"""Arapahoe, (CO)""",161.8,"59.4 - 193.6 (626)"
08009,"""Baca, (CO)""",214.4,"193.7 - 222.1 (623)"
08011,"""Bent, (CO)""",228.5,"222.2 - 249.2 (624)"
08013,"""Boulder, (CO)""",145,"59.4 - 193.6 (626)"
08014,"""Broomfield, (CO)""",131.9,"59.4 - 193.6 (626)"
08015,"""Chaffee, (CO)""",159.8,"59.4 - 193.6 (626)"
08017,"""Cheyenne, (CO)""",-1,
08019,"""Clear Creek, (CO)""",140,"59.4 - 193.6 (626)"
08021,"""Conejos, (CO)""",234,"222.2 - 249.2 (624)"
08023,"""Costilla, (CO)""",124.1,"59.4 - 193.6 (626)"
08025,"""Crowley, (CO)""",205.5,"193.7 - 222.1 (623)"
08027,"""Custer, (CO)""",134.8,"59.4 - 193.6 (626)"
08031,"""Denver, (CO)""",182.1,"59.4 - 193.6 (626)"
08035,"""Douglas, (CO)""",118.8,"59.4 - 193.6 (626)"
08037,"""Eagle, (CO)""",82.9,"59.4 - 193.6 (626)"
08039,"""Elbert, (CO)""",173.4,"59.4 - 193.6 (626)"
08041,"""El Paso, (CO)""",193.2,"59.4 - 193.6 (626)"
08043,"""Fremont, (CO)""",215.7,"193.7 - 222.1 (623)"
08047,"""Gilpin, (CO)""",150.7,"59.4 - 193.6 (626)"
08049,"""Grand, (CO)""",103.3,"59.4 - 193.6 (626)"
08055,"""Huerfano, (CO)""",209,"193.7 - 222.1 (623)"
08057,"""Jackson, (CO)""",-1,
08059,"""Jefferson, (CO)""",184.1,"59.4 - 193.6 (626)"
08061,"""Kiowa, (CO)""",-1,
08063,"""Kit Carson, (CO)""",176.9,"59.4 - 193.6 (626)"
08065,"""Lake, (CO)""",107.9,"59.4 - 193.6 (626)"
08069,"""Larimer, (CO)""",159.5,"59.4 - 193.6 (626)"
08071,"""Las Animas, (CO)""",216.6,"193.7 - 222.1 (623)"
08073,"""Lincoln, (CO)""",201.3,"193.7 - 222.1 (623)"
08075,"""Logan, (CO)""",210.8,"193.7 - 222.1 (623)"
08087,"""Morgan, (CO)""",182.1,"59.4 - 193.6 (626)"
08089,"""Otero, (CO)""",270.4,"249.3 - 287.2 (622)"
08093,"""Park, (CO)""",134,"59.4 - 193.6 (626)"
08095,"""Phillips, (CO)""",177.1,"59.4 - 193.6 (626)"
08099,"""Prowers, (CO)""",222.1,"193.7 - 222.1 (623)"
08101,"""Pueblo, (CO)""",171.3,"59.4 - 193.6 (626)"
08105,"""Rio Grande, (CO)""",206.1,"193.7 - 222.1 (623)"
08109,"""Saguache, (CO)""",154.6,"59.4 - 193.6 (626)"
08115,"""Sedgwick, (CO)""",250.8,"249.3 - 287.2 (622)"
08117,"""Summit, (CO)""",81.5,"59.4 - 193.6 (626)"
08119,"""Teller, (CO)""",165.2,"59.4 - 193.6 (626)"
08121,"""Washington, (CO)""",178.1,"59.4 - 193.6 (626)"
08123,"""Weld, (CO)""",173.4,"59.4 - 193.6 (626)"
08125,"""Yuma, (CO)""",141.5,"59.4 - 193.6 (626)"
19001,"""Adair, (IA)""",220.9,"193.7 - 222.1 (623)"
19003,"""Adams, (IA)""",245.7,"222.2 - 249.2 (624)"
19009,"""Audubon, (IA)""",189.3,"59.4 - 193.6 (626)"
19015,"""Boone, (IA)""",221.6,"193.7 - 222.1 (623)"
19021,"""Buena Vista, (IA)""",214.5,"193.7 - 222.1 (623)"
19025,"""Calhoun, (IA)""",218.1,"193.7 - 222.1 (623)"
19027,"""Carroll, (IA)""",205.8,"193.7 - 222.1 (623)"
19029,"""Cass, (IA)""",259.4,"249.3 - 287.2 (622)"
19035,"""Cherokee, (IA)""",210.1,"193.7 - 222.1 (623)"
19039,"""Clarke, (IA)""",278.4,"249.3 - 287.2 (622)"
19041,"""Clay, (IA)""",181.2,"59.4 - 193.6 (626)"
19047,"""Crawford, (IA)""",209.8,"193.7 - 222.1 (623)"
19049,"""Dallas, (IA)""",162.4,"59.4 - 193.6 (626)"
19053,"""Decatur, (IA)""",217.8,"193.7 - 222.1 (623)"
19059,"""Dickinson, (IA)""",216.7,"193.7 - 222.1 (623)"
19063,"""Emmet, (IA)""",223.5,"222.2 - 249.2 (624)"
19071,"""Fremont, (IA)""",189.1,"59.4 - 193.6 (626)"
19073,"""Greene, (IA)""",256.2,"249.3 - 287.2 (622)"
19077,"""Guthrie, (IA)""",200.4,"193.7 - 222.1 (623)"
19079,"""Hamilton, (IA)""",207.9,"193.7 - 222.1 (623)"
19081,"""Hancock, (IA)""",195,"193.7 - 222.1 (623)"
19085,"""Harrison, (IA)""",219.6,"193.7 - 222.1 (623)"
19091,"""Humboldt, (IA)""",246.2,"222.2 - 249.2 (624)"
19093,"""Ida, (IA)""",219.2,"193.7 - 222.1 (623)"
19109,"""Kossuth, (IA)""",220.5,"193.7 - 222.1 (623)"
19119,"""Lyon, (IA)""",179.6,"59.4 - 193.6 (626)"
19121,"""Madison, (IA)""",200.7,"193.7 - 222.1 (623)"
19129,"""Mills, (IA)""",155,"59.4 - 193.6 (626)"
19133,"""Monona, (IA)""",302.1,"287.3 - 645.6 (621)"
19137,"""Montgomery, (IA)""",266.4,"249.3 - 287.2 (622)"
19141,"""O'Brien, (IA)""",253.1,"249.3 - 287.2 (622)"
19143,"""Osceola, (IA)""",221.6,"193.7 - 222.1 (623)"
19145,"""Page, (IA)""",251,"249.3 - 287.2 (622)"
19147,"""Palo Alto, (IA)""",215.2,"193.7 - 222.1 (623)"
19149,"""Plymouth, (IA)""",157.3,"59.4 - 193.6 (626)"
19151,"""Pocahontas, (IA)""",284.3,"249.3 - 287.2 (622)"
19155,"""Pottawattamie, (IA)""",216.9,"193.7 - 222.1 (623)"
19159,"""Ringgold, (IA)""",192.8,"59.4 - 193.6 (626)"
19161,"""Sac, (IA)""",222.6,"222.2 - 249.2 (624)"
19165,"""Shelby, (IA)""",176.7,"59.4 - 193.6 (626)"
19167,"""Sioux, (IA)""",143.2,"59.4 - 193.6 (626)"
19173,"""Taylor, (IA)""",252.8,"249.3 - 287.2 (622)"
19175,"""Union, (IA)""",255.2,"249.3 - 287.2 (622)"
19187,"""Webster, (IA)""",283.3,"249.3 - 287.2 (622)"
19189,"""Winnebago, (IA)""",235.9,"222.2 - 249.2 (624)"
19193,"""Woodbury, (IA)""",196.9,"193.7 - 222.1 (623)"
19197,"""Wright, (IA)""",226.1,"222.2 - 249.2 (624)"
20001,"""Allen, (KS)""",251.4,"249.3 - 287.2 (622)"
20003,"""Anderson, (KS)""",248.7,"222.2 - 249.2 (624)"
20005,"""Atchison, (KS)""",226,"222.2 - 249.2 (624)"
20007,"""Barber, (KS)""",285.6,"249.3 - 287.2 (622)"
20009,"""Barton, (KS)""",221.3,"193.7 - 222.1 (623)"
20011,"""Bourbon, (KS)""",280.4,"249.3 - 287.2 (622)"
20013,"""Brown, (KS)""",292.2,"287.3 - 645.6 (621)"
20015,"""Butler, (KS)""",237.7,"222.2 - 249.2 (624)"
20017,"""Chase, (KS)""",243.3,"222.2 - 249.2 (624)"
20019,"""Chautauqua, (KS)""",299.9,"287.3 - 645.6 (621)"
20021,"""Cherokee, (KS)""",315.3,"287.3 - 645.6 (621)"
20023,"""Cheyenne, (KS)""",203.5,"193.7 - 222.1 (623)"
20025,"""Clark, (KS)""",227.6,"222.2 - 249.2 (624)"
20027,"""Clay, (KS)""",177.2,"59.4 - 193.6 (626)"
20029,"""Cloud, (KS)""",280,"249.3 - 287.2 (622)"
20031,"""Coffey, (KS)""",246,"222.2 - 249.2 (624)"
20033,"""Comanche, (KS)""",209.7,"193.7 - 222.1 (623)"
20035,"""Cowley, (KS)""",235.3,"222.2 - 249.2 (624)"
20037,"""Crawford, (KS)""",247.5,"222.2 - 249.2 (624)"
20039,"""Decatur, (KS)""",214.8,"193.7 - 222.1 (623)"
20041,"""Dickinson, (KS)""",234.9,"222.2 - 249.2 (624)"
20043,"""Doniphan, (KS)""",227.8,"222.2 - 249.2 (624)"
20045,"""Douglas, (KS)""",201.9,"193.7 - 222.1 (623)"
20047,"""Edwards, (KS)""",239.4,"222.2 - 249.2 (624)"
20049,"""Elk, (KS)""",288,"287.3 - 645.6 (621)"
20051,"""Ellis, (KS)""",202,"193.7 - 222.1 (623)"
20053,"""Ellsworth, (KS)""",305.5,"287.3 - 645.6 (621)"
20055,"""Finney, (KS)""",159.8,"59.4 - 193.6 (626)"
20057,"""Ford, (KS)""",210,"193.7 - 222.1 (623)"
20059,"""Franklin, (KS)""",277.9,"249.3 - 287.2 (622)"
20061,"""Geary, (KS)""",302.2,"287.3 - 645.6 (621)"
20063,"""Gove, (KS)""",190.9,"59.4 - 193.6 (626)"
20065,"""Graham, (KS)""",199.4,"193.7 - 222.1 (623)"
20067,"""Grant, (KS)""",252.9,"249.3 - 287.2 (622)"
20069,"""Gray, (KS)""",188.8,"59.4 - 193.6 (626)"
20071,"""Greeley, (KS)""",-1,
20073,"""Greenwood, (KS)""",275.5,"249.3 - 287.2 (622)"
20075,"""Hamilton, (KS)""",-1,
20077,"""Harper, (KS)""",199.9,"193.7 - 222.1 (623)"
20079,"""Harvey, (KS)""",210.6,"193.7 - 222.1 (623)"
20081,"""Haskell, (KS)""",207.5,"193.7 - 222.1 (623)"
20083,"""Hodgeman, (KS)""",248.3,"222.2 - 249.2 (624)"
20085,"""Jackson, (KS)""",285.1,"249.3 - 287.2 (622)"
20087,"""Jefferson, (KS)""",202.1,"193.7 - 222.1 (623)"
20089,"""Jewell, (KS)""",118.8,"59.4 - 193.6 (626)"
20091,"""Johnson, (KS)""",193.1,"59.4 - 193.6 (626)"
20093,"""Kearny, (KS)""",-1,
20095,"""Kingman, (KS)""",441.5,"287.3 - 645.6 (621)"
20097,"""Kiowa, (KS)""",176.5,"59.4 - 193.6 (626)"
20099,"""Labette, (KS)""",287.3,"287.3 - 645.6 (621)"
20101,"""Lane, (KS)""",-1,
20103,"""Leavenworth, (KS)""",230.9,"222.2 - 249.2 (624)"
20105,"""Lincoln, (KS)""",174.7,"59.4 - 193.6 (626)"
20107,"""Linn, (KS)""",218.5,"193.7 - 222.1 (623)"
20109,"""Logan, (KS)""",200.4,"193.7 - 222.1 (623)"
20111,"""Lyon, (KS)""",223.8,"222.2 - 249.2 (624)"
20113,"""McPherson, (KS)""",199,"193.7 - 222.1 (623)"
20115,"""Marion, (KS)""",212.9,"193.7 - 222.1 (623)"
20117,"""Marshall, (KS)""",206.2,"193.7 - 222.1 (623)"
20119,"""Meade, (KS)""",247.1,"222.2 - 249.2 (624)"
20121,"""Miami, (KS)""",216.8,"193.7 - 222.1 (623)"
20123,"""Mitchell, (KS)""",227.9,"222.2 - 249.2 (624)"
20125,"""Montgomery, (KS)""",342.3,"287.3 - 645.6 (621)"
20127,"""Morris, (KS)""",237.1,"222.2 - 249.2 (624)"
20129,"""Morton, (KS)""",266,"249.3 - 287.2 (622)"
20131,"""Nemaha, (KS)""",183.5,"59.4 - 193.6 (626)"
20133,"""Neosho, (KS)""",244.2,"222.2 - 249.2 (624)"
20135,"""Ness, (KS)""",182,"59.4 - 193.6 (626)"
20137,"""Norton, (KS)""",206.7,"193.7 - 222.1 (623)"
20139,"""Osage, (KS)""",238.3,"222.2 - 249.2 (624)"
20141,"""Osborne, (KS)""",261.7,"249.3 - 287.2 (622)"
20143,"""Ottawa, (KS)""",227.7,"222.2 - 249.2 (624)"
20145,"""Pawnee, (KS)""",261.6,"249.3 - 287.2 (622)"
20147,"""Phillips, (KS)""",234.5,"222.2 - 249.2 (624)"
20149,"""Pottawatomie, (KS)""",186.1,"59.4 - 193.6 (626)"
20151,"""Pratt, (KS)""",213.3,"193.7 - 222.1 (623)"
20153,"""Rawlins, (KS)""",211.1,"193.7 - 222.1 (623)"
20155,"""Reno, (KS)""",194.7,"193.7 - 222.1 (623)"
20157,"""Republic, (KS)""",169.4,"59.4 - 193.6 (626)"
20159,"""Rice, (KS)""",273.4,"249.3 - 287.2 (622)"
20161,"""Riley, (KS)""",195.1,"193.7 - 222.1 (623)"
20163,"""Rooks, (KS)""",221.4,"193.7 - 222.1 (623)"
20165,"""Rush, (KS)""",354.6,"287.3 - 645.6 (621)"
20167,"""Russell, (KS)""",222.3,"222.2 - 249.2 (624)"
20169,"""Saline, (KS)""",199.6,"193.7 - 222.1 (623)"
20171,"""Scott, (KS)""",171.8,"59.4 - 193.6 (626)"
20173,"""Sedgwick, (KS)""",215.1,"193.7 - 222.1 (623)"
20175,"""Seward, (KS)""",226.9,"222.2 - 249.2 (624)"
20177,"""Shawnee, (KS)""",213,"193.7 - 222.1 (623)"
20179,"""Sheridan, (KS)""",115.6,"59.4 - 193.6 (626)"
20181,"""Sherman, (KS)""",203.2,"193.7 - 222.1 (623)"
20183,"""Smith, (KS)""",217.4,"193.7 - 222.1 (623)"
20185,"""Stafford, (KS)""",159.6,"59.4 - 193.6 (626)"
20187,"""Stanton, (KS)""",-1,
20189,"""Stevens, (KS)""",142,"59.4 - 193.6 (626)"
20191,"""Sumner, (KS)""",220.4,"193.7 - 222.1 (623)"
20193,"""Thomas, (KS)""",163.9,"59.4 - 193.6 (626)"
20195,"""Trego, (KS)""",340.7,"287.3 - 645.6 (621)"
20197,"""Wabaunsee, (KS)""",182.1,"59.4 - 193.6 (626)"
20199,"""Wallace, (KS)""",-1,
20201,"""Washington, (KS)""",208,"193.7 - 222.1 (623)"
20203,"""Wichita, (KS)""",194.2,"193.7 - 222.1 (623)"
20205,"""Wilson, (KS)""",264.5,"249.3 - 287.2 (622)"
20207,"""Woodson, (KS)""",228.3,"222.2 - 249.2 (624)"
20209,"""Wyandotte, (KS)""",254.6,"249.3 - 287.2 (622)"
22017,"""Caddo, (LA)""",246.3,"222.2 - 249.2 (624)"
27013,"""Blue Earth, (MN)""",179,"59.4 - 193.6 (626)"
27015,"""Brown, (MN)""",152.6,"59.4 - 193.6 (626)"
27033,"""Cottonwood, (MN)""",232.4,"222.2 - 249.2 (624)"
27043,"""Faribault, (MN)""",244.5,"222.2 - 249.2 (624)"
27063,"""Jackson, (MN)""",189.2,"59.4 - 193.6 (626)"
27079,"""Le Sueur, (MN)""",183.8,"59.4 - 193.6 (626)"
27081,"""Lincoln, (MN)""",207.5,"193.7 - 222.1 (623)"
27083,"""Lyon, (MN)""",152,"59.4 - 193.6 (626)"
27091,"""Martin, (MN)""",180,"59.4 - 193.6 (626)"
27101,"""Murray, (MN)""",195.7,"193.7 - 222.1 (623)"
27103,"""Nicollet, (MN)""",151.2,"59.4 - 193.6 (626)"
27105,"""Nobles, (MN)""",180.3,"59.4 - 193.6 (626)"
27117,"""Pipestone, (MN)""",205.7,"193.7 - 222.1 (623)"
27127,"""Redwood, (MN)""",216.3,"193.7 - 222.1 (623)"
27133,"""Rock, (MN)""",212.4,"193.7 - 222.1 (623)"
27143,"""Sibley, (MN)""",171.1,"59.4 - 193.6 (626)"
27165,"""Watonwan, (MN)""",208.8,"193.7 - 222.1 (623)"
29003,"""Andrew, (MO)""",194.5,"193.7 - 222.1 (623)"
29005,"""Atchison, (MO)""",186.3,"59.4 - 193.6 (626)"
29009,"""Barry, (MO)""",294.3,"287.3 - 645.6 (621)"
29011,"""Barton, (MO)""",235.3,"222.2 - 249.2 (624)"
29013,"""Bates, (MO)""",282.3,"249.3 - 287.2 (622)"
29021,"""Buchanan, (MO)""",253.8,"249.3 - 287.2 (622)"
29025,"""Caldwell, (MO)""",199.8,"193.7 - 222.1 (623)"
29037,"""Cass, (MO)""",210,"193.7 - 222.1 (623)"
29039,"""Cedar, (MO)""",297.1,"287.3 - 645.6 (621)"
29047,"""Clay, (MO)""",195.6,"193.7 - 222.1 (623)"
29049,"""Clinton, (MO)""",284.9,"249.3 - 287.2 (622)"
29057,"""Dade, (MO)""",277.5,"249.3 - 287.2 (622)"
29061,"""Daviess, (MO)""",290.9,"287.3 - 645.6 (621)"
29063,"""DeKalb, (MO)""",235.8,"222.2 - 249.2 (624)"
29075,"""Gentry, (MO)""",238.7,"222.2 - 249.2 (624)"
29081,"""Harrison, (MO)""",296.6,"287.3 - 645.6 (621)"
29083,"""Henry, (MO)""",323.4,"287.3 - 645.6 (621)"
29087,"""Holt, (MO)""",185.1,"59.4 - 193.6 (626)"
29095,"""Jackson, (MO)""",225.4,"222.2 - 249.2 (624)"
29097,"""Jasper, (MO)""",287.9,"287.3 - 645.6 (621)"
29101,"""Johnson, (MO)""",274.5,"249.3 - 287.2 (622)"
29107,"""Lafayette, (MO)""",257.9,"249.3 - 287.2 (622)"
29109,"""Lawrence, (MO)""",269.5,"249.3 - 287.2 (622)"
29119,"""McDonald, (MO)""",276.1,"249.3 - 287.2 (622)"
29145,"""Newton, (MO)""",287.3,"287.3 - 645.6 (621)"
29147,"""Nodaway, (MO)""",214.6,"193.7 - 222.1 (623)"
29165,"""Platte, (MO)""",187.5,"59.4 - 193.6 (626)"
29177,"""Ray, (MO)""",286.2,"249.3 - 287.2 (622)"
29185,"""St. Clair, (MO)""",276.4,"249.3 - 287.2 (622)"
29217,"""Vernon, (MO)""",297.2,"287.3 - 645.6 (621)"
29227,"""Worth, (MO)""",202.4,"193.7 - 222.1 (623)"
31001,"""Adams, (NE)""",219.7,"193.7 - 222.1 (623)"
31003,"""Antelope, (NE)""",235.8,"222.2 - 249.2 (624)"
31005,"""Arthur, (NE)""",-1,
31007,"""Banner, (NE)""",-1,
31009,"""Blaine, (NE)""",-1,
31011,"""Boone, (NE)""",211.1,"193.7 - 222.1 (623)"
31013,"""Box Butte, (NE)""",206.7,"193.7 - 222.1 (623)"
31015,"""Boyd, (NE)""",358.1,"287.3 - 645.6 (621)"
31017,"""Brown, (NE)""",237.7,"222.2 - 249.2 (624)"
31019,"""Buffalo, (NE)""",175.5,"59.4 - 193.6 (626)"
31021,"""Burt, (NE)""",187.9,"59.4 - 193.6 (626)"
31023,"""Butler, (NE)""",192.2,"59.4 - 193.6 (626)"
31025,"""Cass, (NE)""",194.3,"193.7 - 222.1 (623)"
31027,"""Cedar, (NE)""",196.5,"193.7 - 222.1 (623)"
31029,"""Chase, (NE)""",204.2,"193.7 - 222.1 (623)"
31031,"""Cherry, (NE)""",151,"59.4 - 193.6 (626)"
31033,"""Cheyenne, (NE)""",191.2,"59.4 - 193.6 (626)"
31035,"""Clay, (NE)""",247.4,"222.2 - 249.2 (624)"
31037,"""Colfax, (NE)""",169.4,"59.4 - 193.6 (626)"
31039,"""Cuming, (NE)""",179.7,"59.4 - 193.6 (626)"
31041,"""Custer, (NE)""",230.4,"222.2 - 249.2 (624)"
31043,"""Dakota, (NE)""",176.4,"59.4 - 193.6 (626)"
31045,"""Dawes, (NE)""",247.3,"222.2 - 249.2 (624)"
31047,"""Dawson, (NE)""",189.7,"59.4 - 193.6 (626)"
31049,"""Deuel, (NE)""",229.6,"222.2 - 249.2 (624)"
31051,"""Dixon, (NE)""",211.4,"193.7 - 222.1 (623)"
31053,"""Dodge, (NE)""",183.8,"59.4 - 193.6 (626)"
31055,"""Douglas, (NE)""",188.9,"59.4 - 193.6 (626)"
31057,"""Dundy, (NE)""",266.5,"249.3 - 287.2 (622)"
31059,"""Fillmore, (NE)""",166.5,"59.4 - 193.6 (626)"
31061,"""Franklin, (NE)""",193.9,"193.7 - 222.1 (623)"
31063,"""Frontier, (NE)""",156.8,"59.4 - 193.6 (626)"
31065,"""Furnas, (NE)""",220.1,"193.7 - 222.1 (623)"
31067,"""Gage, (NE)""",196.4,"193.7 - 222.1 (623)"
31069,"""Garden, (NE)""",232,"222.2 - 249.2 (624)"
31071,"""Garfield, (NE)""",308.3,"287.3 - 645.6 (621)"
31073,"""Gosper, (NE)""",195.4,"193.7 - 222.1 (623)"
31075,"""Grant, (NE)""",-1,
31077,"""Greeley, (NE)""",202,"193.7 - 222.1 (623)"
31079,"""Hall, (NE)""",206.2,"193.7 - 222.1 (623)"
31081,"""Hamilton, (NE)""",152.4,"59.4 - 193.6 (626)"
31083,"""Harlan, (NE)""",159.7,"59.4 - 193.6 (626)"
31085,"""Hayes, (NE)""",-1,
31087,"""Hitchcock, (NE)""",235.4,"222.2 - 249.2 (624)"
31089,"""Holt, (NE)""",227.1,"222.2 - 249.2 (624)"
31091,"""Hooker, (NE)""",314,"287.3 - 645.6 (621)"
31093,"""Howard, (NE)""",185.4,"59.4 - 193.6 (626)"
31095,"""Jefferson, (NE)""",241.4,"222.2 - 249.2 (624)"
31097,"""Johnson, (NE)""",295.6,"287.3 - 645.6 (621)"
31099,"""Kearney, (NE)""",197.5,"193.7 - 222.1 (623)"
31101,"""Keith, (NE)""",166.3,"59.4 - 193.6 (626)"
31103,"""Keya Paha, (NE)""",-1,
31105,"""Kimball, (NE)""",266.9,"249.3 - 287.2 (622)"
31107,"""Knox, (NE)""",188.2,"59.4 - 193.6 (626)"
31109,"""Lancaster, (NE)""",185.1,"59.4 - 193.6 (626)"
31111,"""Lincoln, (NE)""",186.7,"59.4 - 193.6 (626)"
31113,"""Logan, (NE)""",-1,
31115,"""Loup, (NE)""",-1,
31117,"""McPherson, (NE)""",-1,
31119,"""Madison, (NE)""",226.3,"222.2 - 249.2 (624)"
31121,"""Merrick, (NE)""",190.4,"59.4 - 193.6 (626)"
31123,"""Morrill, (NE)""",243.9,"222.2 - 249.2 (624)"
31125,"""Nance, (NE)""",313.2,"287.3 - 645.6 (621)"
31127,"""Nemaha, (NE)""",250.4,"249.3 - 287.2 (622)"
31129,"""Nuckolls, (NE)""",228.7,"222.2 - 249.2 (624)"
31131,"""Otoe, (NE)""",196.4,"193.7 - 222.1 (623)"
31133,"""Pawnee, (NE)""",170.5,"59.4 - 193.6 (626)"
31135,"""Perkins, (NE)""",136,"59.4 - 193.6 (626)"
31137,"""Phelps, (NE)""",202.1,"193.7 - 222.1 (623)"
31139,"""Pierce, (NE)""",156.3,"59.4 - 193.6 (626)"
31141,"""Platte, (NE)""",205.9,"193.7 - 222.1 (623)"
31143,"""Polk, (NE)""",205.5,"193.7 - 222.1 (623)"
31145,"""Red Willow, (NE)""",198.2,"193.7 - 222.1 (623)"
31147,"""Richardson, (NE)""",224,"222.2 - 249.2 (624)"
31149,"""Rock, (NE)""",394.4,"287.3 - 645.6 (621)"
31151,"""Saline, (NE)""",251.5,"249.3 - 287.2 (622)"
31153,"""Sarpy, (NE)""",172.6,"59.4 - 193.6 (626)"
31155,"""Saunders, (NE)""",197,"193.7 - 222.1 (623)"
31157,"""Scotts Bluff, (NE)""",187.5,"59.4 - 193.6 (626)"
31159,"""Seward, (NE)""",231,"222.2 - 249.2 (624)"
31161,"""Sheridan, (NE)""",190,"59.4 - 193.6 (626)"
31163,"""Sherman, (NE)""",192.2,"59.4 - 193.6 (626)"
31165,"""Sioux, (NE)""",-1,
31167,"""Stanton, (NE)""",182.8,"59.4 - 193.6 (626)"
31169,"""Thayer, (NE)""",266,"249.3 - 287.2 (622)"
31171,"""Thomas, (NE)""",-1,
31173,"""Thurston, (NE)""",326.4,"287.3 - 645.6 (621)"
31175,"""Valley, (NE)""",175.9,"59.4 - 193.6 (626)"
31177,"""Washington, (NE)""",181,"59.4 - 193.6 (626)"
31179,"""Wayne, (NE)""",172.6,"59.4 - 193.6 (626)"
31181,"""Webster, (NE)""",251.5,"249.3 - 287.2 (622)"
31183,"""Wheeler, (NE)""",-1,
31185,"""York, (NE)""",247.6,"222.2 - 249.2 (624)"
35001,"""Bernalillo, (NM)""",196.9,"193.7 - 222.1 (623)"
35005,"""Chaves, (NM)""",293.7,"287.3 - 645.6 (621)"
35007,"""Colfax, (NM)""",171.8,"59.4 - 193.6 (626)"
35009,"""Curry, (NM)""",252.4,"249.3 - 287.2 (622)"
35011,"""De Baca, (NM)""",217,"193.7 - 222.1 (623)"
35015,"""Eddy, (NM)""",251.8,"249.3 - 287.2 (622)"
35019,"""Guadalupe, (NM)""",268.8,"249.3 - 287.2 (622)"
35021,"""Harding, (NM)""",-1,
35025,"""Lea, (NM)""",284.1,"249.3 - 287.2 (622)"
35027,"""Lincoln, (NM)""",188.1,"59.4 - 193.6 (626)"
35028,"""Los Alamos, (NM)""",148.4,"59.4 - 193.6 (626)"
35033,"""Mora, (NM)""",130.8,"59.4 - 193.6 (626)"
35035,"""Otero, (NM)""",218,"193.7 - 222.1 (623)"
35037,"""Quay, (NM)""",268.8,"249.3 - 287.2 (622)"
35039,"""Rio Arriba, (NM)""",172.4,"59.4 - 193.6 (626)"
35041,"""Roosevelt, (NM)""",207.5,"193.7 - 222.1 (623)"
35047,"""San Miguel, (NM)""",202.2,"193.7 - 222.1 (623)"
35049,"""Santa Fe, (NM)""",138.7,"59.4 - 193.6 (626)"
35055,"""Taos, (NM)""",140.4,"59.4 - 193.6 (626)"
35057,"""Torrance, (NM)""",208.1,"193.7 - 222.1 (623)"
35059,"""Union, (NM)""",212.4,"193.7 - 222.1 (623)"
40001,"""Adair, (OK)""",338.7,"287.3 - 645.6 (621)"
