cnty_fips	display_name	Value	theme_range
48505	"""Zapata, (TX)"""	154.9	139.7 - 177.1 (590)
48507	"""Zavala, (TX)"""	130.4	112.6 - 139.6 (592)
5007	"""Benton, (AR)"""	158.7	139.7 - 177.1 (590)
5033	"""Crawford, (AR)"""	147.9	139.7 - 177.1 (590)
5047	"""Franklin, (AR)"""	137.8	112.6 - 139.6 (592)
5057	"""Hempstead, (AR)"""	166.2	139.7 - 177.1 (590)
5061	"""Howard, (AR)"""	154	139.7 - 177.1 (590)
5081	"""Little River, (AR)"""	315.4	177.2 - 592.1 (592)
5083	"""Logan, (AR)"""	159.3	139.7 - 177.1 (590)
5087	"""Madison, (AR)"""	278.8	177.2 - 592.1 (592)
5091	"""Miller, (AR)"""	255.4	177.2 - 592.1 (592)
5113	"""Polk, (AR)"""	102.5	88.9 - 112.5 (594)
5127	"""Scott, (AR)"""	120.6	112.6 - 139.6 (592)
5131	"""Sebastian, (AR)"""	181.1	177.2 - 592.1 (592)
5133	"""Sevier, (AR)"""	92.6	88.9 - 112.5 (594)
5143	"""Washington, (AR)"""	391.2	177.2 - 592.1 (592)
8001	"""Adams, (CO)"""	115	112.6 - 139.6 (592)
8003	"""Alamosa, (CO)"""	130.4	112.6 - 139.6 (592)
8005	"""Arapahoe, (CO)"""	123.1	112.6 - 139.6 (592)
8009	"""Baca, (CO)"""	-1	
8011	"""Bent, (CO)"""	108.3	88.9 - 112.5 (594)
8013	"""Boulder, (CO)"""	75.2	18.7 - 88.8 (593)
8014	"""Broomfield, (CO)"""	63.6	18.7 - 88.8 (593)
8015	"""Chaffee, (CO)"""	50.4	18.7 - 88.8 (593)
8017	"""Cheyenne, (CO)"""	-1	
8019	"""Clear Creek, (CO)"""	67.4	18.7 - 88.8 (593)
8021	"""Conejos, (CO)"""	112.5	88.9 - 112.5 (594)
8023	"""Costilla, (CO)"""	-1	
8025	"""Crowley, (CO)"""	141.4	139.7 - 177.1 (590)
8027	"""Custer, (CO)"""	97.2	88.9 - 112.5 (594)
8031	"""Denver, (CO)"""	158.1	139.7 - 177.1 (590)
8035	"""Douglas, (CO)"""	96.3	88.9 - 112.5 (594)
8037	"""Eagle, (CO)"""	37.7	18.7 - 88.8 (593)
8039	"""Elbert, (CO)"""	107.3	88.9 - 112.5 (594)
8041	"""El Paso, (CO)"""	150.3	139.7 - 177.1 (590)
8043	"""Fremont, (CO)"""	146.7	139.7 - 177.1 (590)
8047	"""Gilpin, (CO)"""	-1	
8049	"""Grand, (CO)"""	55.5	18.7 - 88.8 (593)
8055	"""Huerfano, (CO)"""	165.5	139.7 - 177.1 (590)
8057	"""Jackson, (CO)"""	-1	
8059	"""Jefferson, (CO)"""	110.1	88.9 - 112.5 (594)
8061	"""Kiowa, (CO)"""	-1	
8063	"""Kit Carson, (CO)"""	81.1	18.7 - 88.8 (593)
8065	"""Lake, (CO)"""	-1	
8069	"""Larimer, (CO)"""	95.7	88.9 - 112.5 (594)
8071	"""Las Animas, (CO)"""	126.6	112.6 - 139.6 (592)
8073	"""Lincoln, (CO)"""	163.8	139.7 - 177.1 (590)
8075	"""Logan, (CO)"""	145	139.7 - 177.1 (590)
8087	"""Morgan, (CO)"""	94.1	88.9 - 112.5 (594)
8089	"""Otero, (CO)"""	168.6	139.7 - 177.1 (590)
8093	"""Park, (CO)"""	71.4	18.7 - 88.8 (593)
8095	"""Phillips, (CO)"""	173.3	139.7 - 177.1 (590)
8099	"""Prowers, (CO)"""	232.9	177.2 - 592.1 (592)
8101	"""Pueblo, (CO)"""	141.3	139.7 - 177.1 (590)
8105	"""Rio Grande, (CO)"""	97.6	88.9 - 112.5 (594)
8109	"""Saguache, (CO)"""	128.7	112.6 - 139.6 (592)
8115	"""Sedgwick, (CO)"""	-1	
8117	"""Summit, (CO)"""	25.7	18.7 - 88.8 (593)
8119	"""Teller, (CO)"""	154.5	139.7 - 177.1 (590)
8121	"""Washington, (CO)"""	105.4	88.9 - 112.5 (594)
8123	"""Weld, (CO)"""	107.6	88.9 - 112.5 (594)
8125	"""Yuma, (CO)"""	77.8	18.7 - 88.8 (593)
19001	"""Adair, (IA)"""	77.3	18.7 - 88.8 (593)
19003	"""Adams, (IA)"""	-1	
19009	"""Audubon, (IA)"""	123.9	112.6 - 139.6 (592)
19015	"""Boone, (IA)"""	107.9	88.9 - 112.5 (594)
19021	"""Buena Vista, (IA)"""	109.2	88.9 - 112.5 (594)
19025	"""Calhoun, (IA)"""	66.3	18.7 - 88.8 (593)
19027	"""Carroll, (IA)"""	114.5	112.6 - 139.6 (592)
19029	"""Cass, (IA)"""	199.6	177.2 - 592.1 (592)
19035	"""Cherokee, (IA)"""	105.8	88.9 - 112.5 (594)
19039	"""Clarke, (IA)"""	174.5	139.7 - 177.1 (590)
19041	"""Clay, (IA)"""	93.5	88.9 - 112.5 (594)
19047	"""Crawford, (IA)"""	95.6	88.9 - 112.5 (594)
19049	"""Dallas, (IA)"""	78.2	18.7 - 88.8 (593)
19053	"""Decatur, (IA)"""	80.9	18.7 - 88.8 (593)
19059	"""Dickinson, (IA)"""	105.3	88.9 - 112.5 (594)
19063	"""Emmet, (IA)"""	206.8	177.2 - 592.1 (592)
19071	"""Fremont, (IA)"""	166	139.7 - 177.1 (590)
19073	"""Greene, (IA)"""	91.5	88.9 - 112.5 (594)
19077	"""Guthrie, (IA)"""	155.5	139.7 - 177.1 (590)
19079	"""Hamilton, (IA)"""	124	112.6 - 139.6 (592)
19081	"""Hancock, (IA)"""	73.9	18.7 - 88.8 (593)
19085	"""Harrison, (IA)"""	96.6	88.9 - 112.5 (594)
19091	"""Humboldt, (IA)"""	132.6	112.6 - 139.6 (592)
19093	"""Ida, (IA)"""	193.3	177.2 - 592.1 (592)
19109	"""Kossuth, (IA)"""	98.7	88.9 - 112.5 (594)
19119	"""Lyon, (IA)"""	83	18.7 - 88.8 (593)
19121	"""Madison, (IA)"""	140.8	139.7 - 177.1 (590)
19129	"""Mills, (IA)"""	84.5	18.7 - 88.8 (593)
19133	"""Monona, (IA)"""	199.7	177.2 - 592.1 (592)
19137	"""Montgomery, (IA)"""	119	112.6 - 139.6 (592)
19141	"""O'Brien, (IA)"""	137.7	112.6 - 139.6 (592)
19143	"""Osceola, (IA)"""	210	177.2 - 592.1 (592)
19145	"""Page, (IA)"""	228.2	177.2 - 592.1 (592)
19147	"""Palo Alto, (IA)"""	252.9	177.2 - 592.1 (592)
19149	"""Plymouth, (IA)"""	128.9	112.6 - 139.6 (592)
19151	"""Pocahontas, (IA)"""	101.1	88.9 - 112.5 (594)
19155	"""Pottawattamie, (IA)"""	134.7	112.6 - 139.6 (592)
19159	"""Ringgold, (IA)"""	245.9	177.2 - 592.1 (592)
19161	"""Sac, (IA)"""	201.2	177.2 - 592.1 (592)
19165	"""Shelby, (IA)"""	79.9	18.7 - 88.8 (593)
19167	"""Sioux, (IA)"""	74.9	18.7 - 88.8 (593)
19173	"""Taylor, (IA)"""	96.9	88.9 - 112.5 (594)
19175	"""Union, (IA)"""	153.5	139.7 - 177.1 (590)
19187	"""Webster, (IA)"""	126.5	112.6 - 139.6 (592)
19189	"""Winnebago, (IA)"""	117.8	112.6 - 139.6 (592)
19193	"""Woodbury, (IA)"""	139.2	112.6 - 139.6 (592)
19197	"""Wright, (IA)"""	153.8	139.7 - 177.1 (590)
20001	"""Allen, (KS)"""	62.4	18.7 - 88.8 (593)
20003	"""Anderson, (KS)"""	111.4	88.9 - 112.5 (594)
20005	"""Atchison, (KS)"""	92.7	88.9 - 112.5 (594)
20007	"""Barber, (KS)"""	-1	
20009	"""Barton, (KS)"""	88.4	18.7 - 88.8 (593)
20011	"""Bourbon, (KS)"""	38.1	18.7 - 88.8 (593)
20013	"""Brown, (KS)"""	82.2	18.7 - 88.8 (593)
20015	"""Butler, (KS)"""	60.4	18.7 - 88.8 (593)
20017	"""Chase, (KS)"""	-1	
20019	"""Chautauqua, (KS)"""	-1	
20021	"""Cherokee, (KS)"""	133.7	112.6 - 139.6 (592)
20023	"""Cheyenne, (KS)"""	-1	
20025	"""Clark, (KS)"""	175	139.7 - 177.1 (590)
20027	"""Clay, (KS)"""	60.1	18.7 - 88.8 (593)
20029	"""Cloud, (KS)"""	66.7	18.7 - 88.8 (593)
20031	"""Coffey, (KS)"""	-1	
20033	"""Comanche, (KS)"""	-1	
20035	"""Cowley, (KS)"""	114.4	112.6 - 139.6 (592)
20037	"""Crawford, (KS)"""	128	112.6 - 139.6 (592)
20039	"""Decatur, (KS)"""	-1	
20041	"""Dickinson, (KS)"""	117.8	112.6 - 139.6 (592)
20043	"""Doniphan, (KS)"""	-1	
20045	"""Douglas, (KS)"""	91	88.9 - 112.5 (594)
20047	"""Edwards, (KS)"""	231.2	177.2 - 592.1 (592)
20049	"""Elk, (KS)"""	-1	
20051	"""Ellis, (KS)"""	85.3	18.7 - 88.8 (593)
20053	"""Ellsworth, (KS)"""	94.5	88.9 - 112.5 (594)
20055	"""Finney, (KS)"""	38.3	18.7 - 88.8 (593)
20057	"""Ford, (KS)"""	118.7	112.6 - 139.6 (592)
20059	"""Franklin, (KS)"""	152	139.7 - 177.1 (590)
20061	"""Geary, (KS)"""	282.8	177.2 - 592.1 (592)
20063	"""Gove, (KS)"""	-1	
20065	"""Graham, (KS)"""	-1	
20067	"""Grant, (KS)"""	93.3	88.9 - 112.5 (594)
20069	"""Gray, (KS)"""	-1	
20071	"""Greeley, (KS)"""	-1	
20073	"""Greenwood, (KS)"""	72.4	18.7 - 88.8 (593)
20075	"""Hamilton, (KS)"""	-1	
20077	"""Harper, (KS)"""	80.3	18.7 - 88.8 (593)
20079	"""Harvey, (KS)"""	77.4	18.7 - 88.8 (593)
20081	"""Haskell, (KS)"""	-1	
20083	"""Hodgeman, (KS)"""	-1	
20085	"""Jackson, (KS)"""	77.5	18.7 - 88.8 (593)
20087	"""Jefferson, (KS)"""	97.8	88.9 - 112.5 (594)
20089	"""Jewell, (KS)"""	-1	
20091	"""Johnson, (KS)"""	50.4	18.7 - 88.8 (593)
20093	"""Kearny, (KS)"""	-1	
20095	"""Kingman, (KS)"""	192.4	177.2 - 592.1 (592)
20097	"""Kiowa, (KS)"""	-1	
20099	"""Labette, (KS)"""	97.3	88.9 - 112.5 (594)
20101	"""Lane, (KS)"""	-1	
20103	"""Leavenworth, (KS)"""	75.5	18.7 - 88.8 (593)
20105	"""Lincoln, (KS)"""	-1	
20107	"""Linn, (KS)"""	64.2	18.7 - 88.8 (593)
20109	"""Logan, (KS)"""	-1	
20111	"""Lyon, (KS)"""	61.6	18.7 - 88.8 (593)
20113	"""McPherson, (KS)"""	79	18.7 - 88.8 (593)
20115	"""Marion, (KS)"""	83.8	18.7 - 88.8 (593)
20117	"""Marshall, (KS)"""	60.9	18.7 - 88.8 (593)
20119	"""Meade, (KS)"""	205.6	177.2 - 592.1 (592)
20121	"""Miami, (KS)"""	57	18.7 - 88.8 (593)
20123	"""Mitchell, (KS)"""	69.5	18.7 - 88.8 (593)
20125	"""Montgomery, (KS)"""	152	139.7 - 177.1 (590)
20127	"""Morris, (KS)"""	233.2	177.2 - 592.1 (592)
20129	"""Morton, (KS)"""	-1	
20131	"""Nemaha, (KS)"""	47.8	18.7 - 88.8 (593)
20133	"""Neosho, (KS)"""	57.8	18.7 - 88.8 (593)
20135	"""Ness, (KS)"""	176.9	139.7 - 177.1 (590)
20137	"""Norton, (KS)"""	116.9	112.6 - 139.6 (592)
20139	"""Osage, (KS)"""	59.5	18.7 - 88.8 (593)
20141	"""Osborne, (KS)"""	207.8	177.2 - 592.1 (592)
20143	"""Ottawa, (KS)"""	112	88.9 - 112.5 (594)
20145	"""Pawnee, (KS)"""	155.7	139.7 - 177.1 (590)
20147	"""Phillips, (KS)"""	-1	
20149	"""Pottawatomie, (KS)"""	107	88.9 - 112.5 (594)
20151	"""Pratt, (KS)"""	102.1	88.9 - 112.5 (594)
20153	"""Rawlins, (KS)"""	-1	
20155	"""Reno, (KS)"""	99.2	88.9 - 112.5 (594)
20157	"""Republic, (KS)"""	59.7	18.7 - 88.8 (593)
20159	"""Rice, (KS)"""	88.6	18.7 - 88.8 (593)
20161	"""Riley, (KS)"""	114.1	112.6 - 139.6 (592)
20163	"""Rooks, (KS)"""	103.1	88.9 - 112.5 (594)
20165	"""Rush, (KS)"""	97.1	88.9 - 112.5 (594)
20167	"""Russell, (KS)"""	97.2	88.9 - 112.5 (594)
20169	"""Saline, (KS)"""	112	88.9 - 112.5 (594)
20171	"""Scott, (KS)"""	-1	
20173	"""Sedgwick, (KS)"""	104.3	88.9 - 112.5 (594)
20175	"""Seward, (KS)"""	126.2	112.6 - 139.6 (592)
20177	"""Shawnee, (KS)"""	108.9	88.9 - 112.5 (594)
20179	"""Sheridan, (KS)"""	-1	
20181	"""Sherman, (KS)"""	176.4	139.7 - 177.1 (590)
20183	"""Smith, (KS)"""	212.6	177.2 - 592.1 (592)
20185	"""Stafford, (KS)"""	86.6	18.7 - 88.8 (593)
20187	"""Stanton, (KS)"""	-1	
20189	"""Stevens, (KS)"""	183	177.2 - 592.1 (592)
20191	"""Sumner, (KS)"""	135.8	112.6 - 139.6 (592)
20193	"""Thomas, (KS)"""	-1	
20195	"""Trego, (KS)"""	217.8	177.2 - 592.1 (592)
20197	"""Wabaunsee, (KS)"""	100.1	88.9 - 112.5 (594)
20199	"""Wallace, (KS)"""	-1	
20201	"""Washington, (KS)"""	120.9	112.6 - 139.6 (592)
20203	"""Wichita, (KS)"""	-1	
20205	"""Wilson, (KS)"""	78.6	18.7 - 88.8 (593)
20207	"""Woodson, (KS)"""	-1	
20209	"""Wyandotte, (KS)"""	89.5	88.9 - 112.5 (594)
22017	"""Caddo, (LA)"""	442.2	177.2 - 592.1 (592)
27013	"""Blue Earth, (MN)"""	173.5	139.7 - 177.1 (590)
27015	"""Brown, (MN)"""	127.9	112.6 - 139.6 (592)
27033	"""Cottonwood, (MN)"""	242.7	177.2 - 592.1 (592)
27043	"""Faribault, (MN)"""	109.7	88.9 - 112.5 (594)
27063	"""Jackson, (MN)"""	98.9	88.9 - 112.5 (594)
27079	"""Le Sueur, (MN)"""	149.2	139.7 - 177.1 (590)
27081	"""Lincoln, (MN)"""	206.9	177.2 - 592.1 (592)
27083	"""Lyon, (MN)"""	66.2	18.7 - 88.8 (593)
27091	"""Martin, (MN)"""	160.2	139.7 - 177.1 (590)
27101	"""Murray, (MN)"""	82.4	18.7 - 88.8 (593)
27103	"""Nicollet, (MN)"""	144.2	139.7 - 177.1 (590)
27105	"""Nobles, (MN)"""	93.3	88.9 - 112.5 (594)
27117	"""Pipestone, (MN)"""	60.3	18.7 - 88.8 (593)
27127	"""Redwood, (MN)"""	154.8	139.7 - 177.1 (590)
27133	"""Rock, (MN)"""	86.5	18.7 - 88.8 (593)
27143	"""Sibley, (MN)"""	197.8	177.2 - 592.1 (592)
27165	"""Watonwan, (MN)"""	242.8	177.2 - 592.1 (592)
29003	"""Andrew, (MO)"""	60.6	18.7 - 88.8 (593)
29005	"""Atchison, (MO)"""	-1	
29009	"""Barry, (MO)"""	60.6	18.7 - 88.8 (593)
29011	"""Barton, (MO)"""	112.3	88.9 - 112.5 (594)
29013	"""Bates, (MO)"""	74.4	18.7 - 88.8 (593)
29021	"""Buchanan, (MO)"""	159.1	139.7 - 177.1 (590)
29025	"""Caldwell, (MO)"""	100.8	88.9 - 112.5 (594)
29037	"""Cass, (MO)"""	71.4	18.7 - 88.8 (593)
29039	"""Cedar, (MO)"""	37.9	18.7 - 88.8 (593)
29047	"""Clay, (MO)"""	104.3	88.9 - 112.5 (594)
29049	"""Clinton, (MO)"""	186.5	177.2 - 592.1 (592)
29057	"""Dade, (MO)"""	86.5	18.7 - 88.8 (593)
29061	"""Daviess, (MO)"""	102.4	88.9 - 112.5 (594)
29063	"""DeKalb, (MO)"""	136.2	112.6 - 139.6 (592)
29075	"""Gentry, (MO)"""	82.3	18.7 - 88.8 (593)
29081	"""Harrison, (MO)"""	210.6	177.2 - 592.1 (592)
29083	"""Henry, (MO)"""	99.5	88.9 - 112.5 (594)
29087	"""Holt, (MO)"""	150.6	139.7 - 177.1 (590)
29095	"""Jackson, (MO)"""	94.9	88.9 - 112.5 (594)
29097	"""Jasper, (MO)"""	68.3	18.7 - 88.8 (593)
29101	"""Johnson, (MO)"""	77.6	18.7 - 88.8 (593)
29107	"""Lafayette, (MO)"""	135.7	112.6 - 139.6 (592)
29109	"""Lawrence, (MO)"""	87.3	18.7 - 88.8 (593)
29119	"""McDonald, (MO)"""	78	18.7 - 88.8 (593)
29145	"""Newton, (MO)"""	48.5	18.7 - 88.8 (593)
29147	"""Nodaway, (MO)"""	43.4	18.7 - 88.8 (593)
29165	"""Platte, (MO)"""	100.9	88.9 - 112.5 (594)
29177	"""Ray, (MO)"""	74.8	18.7 - 88.8 (593)
29185	"""St. Clair, (MO)"""	-1	
29217	"""Vernon, (MO)"""	56.3	18.7 - 88.8 (593)
29227	"""Worth, (MO)"""	-1	
31001	"""Adams, (NE)"""	72.6	18.7 - 88.8 (593)
31003	"""Antelope, (NE)"""	200.8	177.2 - 592.1 (592)
31005	"""Arthur, (NE)"""	-1	
31007	"""Banner, (NE)"""	-1	
31009	"""Blaine, (NE)"""	-1	
31011	"""Boone, (NE)"""	66.3	18.7 - 88.8 (593)
31013	"""Box Butte, (NE)"""	113	112.6 - 139.6 (592)
31015	"""Boyd, (NE)"""	-1	
31017	"""Brown, (NE)"""	156.7	139.7 - 177.1 (590)
31019	"""Buffalo, (NE)"""	97.6	88.9 - 112.5 (594)
31021	"""Burt, (NE)"""	120.8	112.6 - 139.6 (592)
31023	"""Butler, (NE)"""	183.6	177.2 - 592.1 (592)
31025	"""Cass, (NE)"""	136	112.6 - 139.6 (592)
31027	"""Cedar, (NE)"""	171.5	139.7 - 177.1 (590)
31029	"""Chase, (NE)"""	151.3	139.7 - 177.1 (590)
31031	"""Cherry, (NE)"""	67.1	18.7 - 88.8 (593)
31033	"""Cheyenne, (NE)"""	142	139.7 - 177.1 (590)
31035	"""Clay, (NE)"""	78.7	18.7 - 88.8 (593)
31037	"""Colfax, (NE)"""	109	88.9 - 112.5 (594)
31039	"""Cuming, (NE)"""	72.7	18.7 - 88.8 (593)
31041	"""Custer, (NE)"""	236.8	177.2 - 592.1 (592)
31043	"""Dakota, (NE)"""	114.3	112.6 - 139.6 (592)
31045	"""Dawes, (NE)"""	153.2	139.7 - 177.1 (590)
31047	"""Dawson, (NE)"""	103	88.9 - 112.5 (594)
31049	"""Deuel, (NE)"""	-1	
31051	"""Dixon, (NE)"""	137	112.6 - 139.6 (592)
31053	"""Dodge, (NE)"""	173.6	139.7 - 177.1 (590)
31055	"""Douglas, (NE)"""	155.3	139.7 - 177.1 (590)
31057	"""Dundy, (NE)"""	-1	
31059	"""Fillmore, (NE)"""	76.3	18.7 - 88.8 (593)
31061	"""Franklin, (NE)"""	133.4	112.6 - 139.6 (592)
31063	"""Frontier, (NE)"""	-1	
31065	"""Furnas, (NE)"""	134.6	112.6 - 139.6 (592)
31067	"""Gage, (NE)"""	120.7	112.6 - 139.6 (592)
31069	"""Garden, (NE)"""	-1	
31071	"""Garfield, (NE)"""	281.8	177.2 - 592.1 (592)
31073	"""Gosper, (NE)"""	-1	
31075	"""Grant, (NE)"""	-1	
31077	"""Greeley, (NE)"""	-1	
31079	"""Hall, (NE)"""	140.7	139.7 - 177.1 (590)
31081	"""Hamilton, (NE)"""	122.7	112.6 - 139.6 (592)
31083	"""Harlan, (NE)"""	-1	
31085	"""Hayes, (NE)"""	-1	
31087	"""Hitchcock, (NE)"""	-1	
31089	"""Holt, (NE)"""	137.5	112.6 - 139.6 (592)
31091	"""Hooker, (NE)"""	-1	
31093	"""Howard, (NE)"""	174.1	139.7 - 177.1 (590)
31095	"""Jefferson, (NE)"""	60.4	18.7 - 88.8 (593)
31097	"""Johnson, (NE)"""	171.6	139.7 - 177.1 (590)
31099	"""Kearney, (NE)"""	116.2	112.6 - 139.6 (592)
31101	"""Keith, (NE)"""	42.3	18.7 - 88.8 (593)
31103	"""Keya Paha, (NE)"""	-1	
31105	"""Kimball, (NE)"""	171.4	139.7 - 177.1 (590)
31107	"""Knox, (NE)"""	89.3	88.9 - 112.5 (594)
31109	"""Lancaster, (NE)"""	129.9	112.6 - 139.6 (592)
31111	"""Lincoln, (NE)"""	96.3	88.9 - 112.5 (594)
31113	"""Logan, (NE)"""	-1	
31115	"""Loup, (NE)"""	-1	
31117	"""McPherson, (NE)"""	-1	
31119	"""Madison, (NE)"""	145.6	139.7 - 177.1 (590)
31121	"""Merrick, (NE)"""	130.6	112.6 - 139.6 (592)
31123	"""Morrill, (NE)"""	248.9	177.2 - 592.1 (592)
31125	"""Nance, (NE)"""	-1	
31127	"""Nemaha, (NE)"""	162.6	139.7 - 177.1 (590)
31129	"""Nuckolls, (NE)"""	137.7	112.6 - 139.6 (592)
31131	"""Otoe, (NE)"""	102.5	88.9 - 112.5 (594)
31133	"""Pawnee, (NE)"""	121.6	112.6 - 139.6 (592)
31135	"""Perkins, (NE)"""	-1	
31137	"""Phelps, (NE)"""	133.9	112.6 - 139.6 (592)
31139	"""Pierce, (NE)"""	130.8	112.6 - 139.6 (592)
31141	"""Platte, (NE)"""	98.6	88.9 - 112.5 (594)
31143	"""Polk, (NE)"""	117.7	112.6 - 139.6 (592)
31145	"""Red Willow, (NE)"""	99.8	88.9 - 112.5 (594)
31147	"""Richardson, (NE)"""	178.3	177.2 - 592.1 (592)
31149	"""Rock, (NE)"""	-1	
31151	"""Saline, (NE)"""	148.3	139.7 - 177.1 (590)
31153	"""Sarpy, (NE)"""	143.2	139.7 - 177.1 (590)
31155	"""Saunders, (NE)"""	114.3	112.6 - 139.6 (592)
31157	"""Scotts Bluff, (NE)"""	99.3	88.9 - 112.5 (594)
31159	"""Seward, (NE)"""	178.3	177.2 - 592.1 (592)
31161	"""Sheridan, (NE)"""	114.1	112.6 - 139.6 (592)
31163	"""Sherman, (NE)"""	97.7	88.9 - 112.5 (594)
31165	"""Sioux, (NE)"""	-1	
31167	"""Stanton, (NE)"""	118.6	112.6 - 139.6 (592)
31169	"""Thayer, (NE)"""	303.6	177.2 - 592.1 (592)
31171	"""Thomas, (NE)"""	-1	
31173	"""Thurston, (NE)"""	174.9	139.7 - 177.1 (590)
31175	"""Valley, (NE)"""	123.9	112.6 - 139.6 (592)
31177	"""Washington, (NE)"""	164.6	139.7 - 177.1 (590)
31179	"""Wayne, (NE)"""	84.4	18.7 - 88.8 (593)
31181	"""Webster, (NE)"""	173.7	139.7 - 177.1 (590)
31183	"""Wheeler, (NE)"""	-1	
31185	"""York, (NE)"""	130.2	112.6 - 139.6 (592)
35001	"""Bernalillo, (NM)"""	123.4	112.6 - 139.6 (592)
35005	"""Chaves, (NM)"""	238.3	177.2 - 592.1 (592)
35007	"""Colfax, (NM)"""	75.7	18.7 - 88.8 (593)
35009	"""Curry, (NM)"""	153.7	139.7 - 177.1 (590)
35011	"""De Baca, (NM)"""	-1	
35015	"""Eddy, (NM)"""	148	139.7 - 177.1 (590)
35019	"""Guadalupe, (NM)"""	144.7	139.7 - 177.1 (590)
35021	"""Harding, (NM)"""	-1	
35025	"""Lea, (NM)"""	129.3	112.6 - 139.6 (592)
35027	"""Lincoln, (NM)"""	81.8	18.7 - 88.8 (593)
35028	"""Los Alamos, (NM)"""	89.5	88.9 - 112.5 (594)
35033	"""Mora, (NM)"""	84.9	18.7 - 88.8 (593)
35035	"""Otero, (NM)"""	134.5	112.6 - 139.6 (592)
35037	"""Quay, (NM)"""	168.4	139.7 - 177.1 (590)
35039	"""Rio Arriba, (NM)"""	119.7	112.6 - 139.6 (592)
35041	"""Roosevelt, (NM)"""	95.5	88.9 - 112.5 (594)
35047	"""San Miguel, (NM)"""	88.1	18.7 - 88.8 (593)
35049	"""Santa Fe, (NM)"""	87	18.7 - 88.8 (593)
35055	"""Taos, (NM)"""	79.1	18.7 - 88.8 (593)
35057	"""Torrance, (NM)"""	120.2	112.6 - 139.6 (592)
35059	"""Union, (NM)"""	-1	
40001	"""Adair, (OK)"""	281.3	177.2 - 592.1 (592)
40003	"""Alfalfa, (OK)"""	216.6	177.2 - 592.1 (592)
40005	"""Atoka, (OK)"""	223.2	177.2 - 592.1 (592)
40007	"""Beaver, (OK)"""	201.2	177.2 - 592.1 (592)
40009	"""Beckham, (OK)"""	253.4	177.2 - 592.1 (592)
40011	"""Blaine, (OK)"""	255.5	177.2 - 592.1 (592)
40013	"""Bryan, (OK)"""	222.7	177.2 - 592.1 (592)
40015	"""Caddo, (OK)"""	279.6	177.2 - 592.1 (592)
40017	"""Canadian, (OK)"""	241.7	177.2 - 592.1 (592)
40019	"""Carter, (OK)"""	287.1	177.2 - 592.1 (592)
40021	"""Cherokee, (OK)"""	253.7	177.2 - 592.1 (592)
40023	"""Choctaw, (OK)"""	260.1	177.2 - 592.1 (592)
40025	"""Cimarron, (OK)"""	-1	
40027	"""Cleveland, (OK)"""	209	177.2 - 592.1 (592)
40029	"""Coal, (OK)"""	201.6	177.2 - 592.1 (592)
40031	"""Comanche, (OK)"""	251.3	177.2 - 592.1 (592)
40033	"""Cotton, (OK)"""	264	177.2 - 592.1 (592)
40035	"""Craig, (OK)"""	349.5	177.2 - 592.1 (592)
40037	"""Creek, (OK)"""	313.8	177.2 - 592.1 (592)
40039	"""Custer, (OK)"""	281.5	177.2 - 592.1 (592)
40041	"""Delaware, (OK)"""	262.5	177.2 - 592.1 (592)
40043	"""Dewey, (OK)"""	267.3	177.2 - 592.1 (592)
40045	"""Ellis, (OK)"""	285.5	177.2 - 592.1 (592)
40047	"""Garfield, (OK)"""	267.8	177.2 - 592.1 (592)
40049	"""Garvin, (OK)"""	275.6	177.2 - 592.1 (592)
40051	"""Grady, (OK)"""	232.7	177.2 - 592.1 (592)
40053	"""Grant, (OK)"""	286.4	177.2 - 592.1 (592)
40055	"""Greer, (OK)"""	264.2	177.2 - 592.1 (592)
40057	"""Harmon, (OK)"""	251	177.2 - 592.1 (592)
40059	"""Harper, (OK)"""	142.4	139.7 - 177.1 (590)
40061	"""Haskell, (OK)"""	279.4	177.2 - 592.1 (592)
40063	"""Hughes, (OK)"""	272.2	177.2 - 592.1 (592)
40065	"""Jackson, (OK)"""	227.3	177.2 - 592.1 (592)
40067	"""Jefferson, (OK)"""	246.5	177.2 - 592.1 (592)
40069	"""Johnston, (OK)"""	286.3	177.2 - 592.1 (592)
40071	"""Kay, (OK)"""	257.6	177.2 - 592.1 (592)
40073	"""Kingfisher, (OK)"""	333.8	177.2 - 592.1 (592)
40075	"""Kiowa, (OK)"""	262.9	177.2 - 592.1 (592)
40077	"""Latimer, (OK)"""	293.3	177.2 - 592.1 (592)
40079	"""Le Flore, (OK)"""	263.4	177.2 - 592.1 (592)
40081	"""Lincoln, (OK)"""	243.9	177.2 - 592.1 (592)
40083	"""Logan, (OK)"""	215.8	177.2 - 592.1 (592)
40085	"""Love, (OK)"""	278.2	177.2 - 592.1 (592)
40087	"""McClain, (OK)"""	306.5	177.2 - 592.1 (592)
40089	"""McCurtain, (OK)"""	310.2	177.2 - 592.1 (592)
40091	"""McIntosh, (OK)"""	342.2	177.2 - 592.1 (592)
40093	"""Major, (OK)"""	295.9	177.2 - 592.1 (592)
40095	"""Marshall, (OK)"""	210.1	177.2 - 592.1 (592)
40097	"""Mayes, (OK)"""	296.2	177.2 - 592.1 (592)
40099	"""Murray, (OK)"""	262.7	177.2 - 592.1 (592)
40101	"""Muskogee, (OK)"""	397.8	177.2 - 592.1 (592)
40103	"""Noble, (OK)"""	266.1	177.2 - 592.1 (592)
40105	"""Nowata, (OK)"""	304.7	177.2 - 592.1 (592)
